filename,emotion,valence_pred,arousal_pred,dominance_pred,raw_response
img_arr_6365.npy,Anticipation,,,,"{'id': 'chatcmpl-678ed2c5-134c-46b1-a750-d2a130c27a10', 'created': 1764168339, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 5.0, ""arousal"": 4.0, ""dominance"": 5.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 785, 'prompt_tokens': 101, 'total_tokens': 886}}"
img_arr_9138.npy,Anticipation,,,,"{'id': 'chatcmpl-02de8e5f-fb01-4ad6-b7f3-9a38f1922cd4', 'created': 1764168341, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 7.0, ""arousal"": 8.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 271, 'prompt_tokens': 101, 'total_tokens': 372}}"
img_arr_3474.npy,Anticipation,,,,"{'id': 'chatcmpl-512626a2-c449-43fb-916a-cedd22c7da73', 'created': 1764168345, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 2.5, ""arousal"": 7.0, ""dominance"": 2.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 821, 'prompt_tokens': 101, 'total_tokens': 922}}"
img_arr_4564.npy,Anticipation,,,,"{'id': 'chatcmpl-61c7bb6e-8c40-42ac-8887-24f01990025a', 'created': 1764168346, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 7.5, ""arousal"": 5.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 211, 'prompt_tokens': 101, 'total_tokens': 312}}"
img_arr_15341.npy,Anticipation,,,,"{'id': 'chatcmpl-a6911aec-b793-4f5e-8d49-e78594288f99', 'created': 1764168352, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 2.0, ""arousal"": 4.0, ""dominance"": 2.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 976, 'prompt_tokens': 101, 'total_tokens': 1077}}"
img_arr_5715.npy,Engagement,,,,"{'id': 'chatcmpl-8704c93f-e70d-4256-8058-b5ed212a3887', 'created': 1764168355, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8, ""arousal"": 2, ""dominance"": 4}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 652, 'prompt_tokens': 101, 'total_tokens': 753}}"
img_arr_14971.npy,Engagement,,,,"{'id': 'chatcmpl-a5bf5c11-8138-4426-a24c-fee71413b5ea', 'created': 1764168357, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.0, ""arousal"": 7.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 286, 'prompt_tokens': 101, 'total_tokens': 387}}"
img_arr_937.npy,Engagement,,,,"{'id': 'chatcmpl-6e481a48-9559-4844-ae50-475963bd67a4', 'created': 1764168358, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 4.0, ""dominance"": 3.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 218, 'prompt_tokens': 101, 'total_tokens': 319}}"
img_arr_12896.npy,Engagement,,,,"{'id': 'chatcmpl-d19b573a-0c5f-4cdc-ad67-ff8247e293e0', 'created': 1764168360, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.0, ""arousal"": 6.0, ""dominance"": 7.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 305, 'prompt_tokens': 101, 'total_tokens': 406}}"
img_arr_307.npy,Engagement,,,,"{'id': 'chatcmpl-6731600b-1543-4e59-9bc0-a39a5d4dbcde', 'created': 1764168361, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 144, 'prompt_tokens': 101, 'total_tokens': 245}}"
img_arr_7569.npy,Confidence,,,,"{'id': 'chatcmpl-5f5c1530-6d34-4f91-85e9-94ce729d6c15', 'created': 1764168363, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 7.0, ""arousal"": 6.0, ""dominance"": 7.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 221, 'prompt_tokens': 101, 'total_tokens': 322}}"
img_arr_15994.npy,Confidence,,,,"{'id': 'chatcmpl-a564d3f5-44ec-4960-8595-b6fe4d945ba9', 'created': 1764168364, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 169, 'prompt_tokens': 101, 'total_tokens': 270}}"
img_arr_418.npy,Confidence,,,,"{'id': 'chatcmpl-ecef0863-6e4e-4953-8a75-5ac036a59689', 'created': 1764168366, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 2.0, ""arousal"": 5.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 363, 'prompt_tokens': 101, 'total_tokens': 464}}"
img_arr_1091.npy,Confidence,,,,"{'id': 'chatcmpl-ff916c34-0a36-49c8-bbf2-ede2a2940e6d', 'created': 1764168368, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 4.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 271, 'prompt_tokens': 101, 'total_tokens': 372}}"
img_arr_2967.npy,Confidence,,,,"{'id': 'chatcmpl-fa0cf07b-282e-47a3-b40e-84dbbe6f3e0b', 'created': 1764168369, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 155, 'prompt_tokens': 101, 'total_tokens': 256}}"
img_arr_9359.npy,Happiness,,,,"{'id': 'chatcmpl-c6b31cb2-c305-40d5-be9a-15f62db18932', 'created': 1764168372, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.7, ""arousal"": 7.2, ""dominance"": 5.3}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 583, 'prompt_tokens': 101, 'total_tokens': 684}}"
img_arr_9008.npy,Happiness,,,,"{'id': 'chatcmpl-6d3be5d9-b107-4194-863e-6b738d4f918f', 'created': 1764168374, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 9.0, ""arousal"": 7.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 179, 'prompt_tokens': 101, 'total_tokens': 280}}"
img_arr_13261.npy,Happiness,,,,"{'id': 'chatcmpl-3abc4c84-1195-4e2a-ab6e-b5192f26097f', 'created': 1764168375, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 7.5, ""arousal"": 6.5, ""dominance"": 8.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 250, 'prompt_tokens': 101, 'total_tokens': 351}}"
img_arr_8534.npy,Happiness,,,,"{'id': 'chatcmpl-7880cd0d-7b6d-450f-a238-c00b46b5de96', 'created': 1764168377, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 6.0, ""dominance"": 3.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 221, 'prompt_tokens': 101, 'total_tokens': 322}}"
img_arr_1258.npy,Happiness,,,,"{'id': 'chatcmpl-2d70c366-73c5-45df-84c6-875bd6253c5d', 'created': 1764168378, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.0, ""arousal"": 8.0, ""dominance"": 7.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 229, 'prompt_tokens': 101, 'total_tokens': 330}}"
img_arr_13220.npy,Pleasure,,,,"{'id': 'chatcmpl-d343503b-6eb3-41ca-987c-4cc0c5fd9dd5', 'created': 1764168380, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 8.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 157, 'prompt_tokens': 101, 'total_tokens': 258}}"
img_arr_8675.npy,Pleasure,,,,"{'id': 'chatcmpl-a9f8f1c3-e387-4a92-acf2-bfc9d0f52f89', 'created': 1764168383, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 8.5, ""dominance"": 7.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 723, 'prompt_tokens': 101, 'total_tokens': 824}}"
img_arr_4437.npy,Pleasure,,,,"{'id': 'chatcmpl-2e85cf9b-2c6e-45ef-8ede-12f868aea7b1', 'created': 1764168386, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 4.5, ""dominance"": 3.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 429, 'prompt_tokens': 101, 'total_tokens': 530}}"
img_arr_3410.npy,Pleasure,,,,"{'id': 'chatcmpl-97c030e2-6d22-4b63-b994-caadf564bc84', 'created': 1764168388, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 5.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 352, 'prompt_tokens': 101, 'total_tokens': 453}}"
img_arr_11247.npy,Pleasure,,,,"{'id': 'chatcmpl-50b16426-5413-4309-b93b-ca234e27cd9d', 'created': 1764168390, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 7.5, ""arousal"": 3.5, ""dominance"": 5.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 260, 'prompt_tokens': 101, 'total_tokens': 361}}"
img_arr_12131.npy,Excitement,,,,"{'id': 'chatcmpl-b6fac110-9468-4a9f-80d7-0e2f33271a0f', 'created': 1764168391, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 8.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 238, 'prompt_tokens': 101, 'total_tokens': 339}}"
img_arr_5661.npy,Excitement,,,,"{'id': 'chatcmpl-b0008c29-c89a-430e-9184-5a2faf72026d', 'created': 1764168394, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 9.0, ""dominance"": 7.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 536, 'prompt_tokens': 101, 'total_tokens': 637}}"
img_arr_14824.npy,Excitement,,,,"{'id': 'chatcmpl-a0237864-0028-4679-abf3-39368d67ded7', 'created': 1764168396, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.0, ""arousal"": 8.0, ""dominance"": 7.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 173, 'prompt_tokens': 101, 'total_tokens': 274}}"
img_arr_14551.npy,Excitement,,,,"{'id': 'chatcmpl-95da1786-8e07-4a44-90a0-71c4ad50904e', 'created': 1764168397, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 6.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 267, 'prompt_tokens': 101, 'total_tokens': 368}}"
img_arr_12131.npy,Excitement,,,,"{'id': 'chatcmpl-12ee94ec-874f-4a5b-8ed4-710e09e7bfd5', 'created': 1764168399, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 8.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 238, 'prompt_tokens': 101, 'total_tokens': 339}}"
img_arr_11769.npy,Surprise,,,,"{'id': 'chatcmpl-f93e9d5a-5021-4e69-852d-1326a3a4e168', 'created': 1764168401, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8, ""arousal"": 7, ""dominance"": 6}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 286, 'prompt_tokens': 101, 'total_tokens': 387}}"
img_arr_16776.npy,Surprise,,,,"{'id': 'chatcmpl-0d55e917-ca64-4425-838c-c09832817969', 'created': 1764168403, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 8.0, ""dominance"": 6.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 335, 'prompt_tokens': 101, 'total_tokens': 436}}"
img_arr_11524.npy,Surprise,,,,"{'id': 'chatcmpl-95a57aef-8b13-49cc-be53-7f609147d636', 'created': 1764168406, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.0, ""arousal"": 9.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 618, 'prompt_tokens': 101, 'total_tokens': 719}}"
img_arr_4333.npy,Surprise,,,,"{'id': 'chatcmpl-e1f3019b-63c8-4a4d-afa8-7e7d8f0e4984', 'created': 1764168408, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 340, 'prompt_tokens': 101, 'total_tokens': 441}}"
img_arr_1530.npy,Surprise,,,,"{'id': 'chatcmpl-88f7efc8-ef2a-490e-a7f4-7453b26941db', 'created': 1764168410, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 2.0, ""arousal"": 2.0, ""dominance"": 2.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 343, 'prompt_tokens': 101, 'total_tokens': 444}}"
img_arr_14696.npy,Sympathy,,,,"{'id': 'chatcmpl-70d63de0-115d-41eb-a64b-ede4fbd0ae7d', 'created': 1764168412, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 7.0, ""arousal"": 6.0, ""dominance"": 8.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 247, 'prompt_tokens': 101, 'total_tokens': 348}}"
img_arr_4748.npy,Sympathy,,,,"{'id': 'chatcmpl-17535957-809d-4086-a833-80fb410698cb', 'created': 1764168413, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 5.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 153, 'prompt_tokens': 101, 'total_tokens': 254}}"
img_arr_14900.npy,Sympathy,,,,"{'id': 'chatcmpl-ff7c20cd-6082-4e99-aaf8-ccb39dbe3542', 'created': 1764168415, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.0, ""arousal"": 5.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 311, 'prompt_tokens': 101, 'total_tokens': 412}}"
img_arr_15021.npy,Sympathy,,,,"{'id': 'chatcmpl-b13473b1-5734-4fe4-969d-ff469bfb67f4', 'created': 1764168417, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 2.0, ""arousal"": 3.0, ""dominance"": 6.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 409, 'prompt_tokens': 101, 'total_tokens': 510}}"
img_arr_13076.npy,Sympathy,,,,"{'id': 'chatcmpl-198ec885-f329-45da-9b74-c0a340e28c42', 'created': 1764168418, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 8.5, ""arousal"": 7.0, ""dominance"": 6.5}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 153, 'prompt_tokens': 101, 'total_tokens': 254}}"
img_arr_5091.npy,Doubt/Confusion,,,,"{'id': 'chatcmpl-475f45de-86c7-404d-9179-f03d202bb406', 'created': 1764168420, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 3.0, ""arousal"": 2.0, ""dominance"": 4.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 258, 'prompt_tokens': 101, 'total_tokens': 359}}"
img_arr_8388.npy,Doubt/Confusion,,,,"{'id': 'chatcmpl-f0a91f66-06c1-4f4c-93ac-5eaed6884947', 'created': 1764168422, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 5.0, ""arousal"": 2.0, ""dominance"": 5.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 406, 'prompt_tokens': 101, 'total_tokens': 507}}"
img_arr_9505.npy,Doubt/Confusion,,,,"{'id': 'chatcmpl-c8d6c90a-1eb7-4b3d-b73c-a9f5c1bdf001', 'created': 1764168427, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 5.0, ""arousal"": 2.0, ""dominance"": 3.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 811, 'prompt_tokens': 101, 'total_tokens': 912}}"
img_arr_5392.npy,Doubt/Confusion,,,,"{'id': 'chatcmpl-8b14a034-544b-4ee7-8d6e-6bf2b828f25f', 'created': 1764168429, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 3.0, ""arousal"": 2.0, ""dominance"": 4.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 393, 'prompt_tokens': 101, 'total_tokens': 494}}"
img_arr_15519.npy,Doubt/Confusion,,,,"{'id': 'chatcmpl-24e74f51-f3f5-48d0-a1e1-9fe0b0d2a51a', 'created': 1764168433, 'model': 'ollama/qwen3-vl:8b', 'object': 'chat.completion', 'choices': [{'finish_reason': 'stop', 'index': 0, 'message': {'content': '{""valence"": 7.0, ""arousal"": 3.0, ""dominance"": 4.0}', 'role': 'assistant'}}], 'usage': {'completion_tokens': 834, 'prompt_tokens': 101, 'total_tokens': 935}}"
