WorkerId,Input.object_name,Input.object_description,Answer.affordance,Answer.colour,Answer.disposition,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
A3PP8PVGCJQGJW,motorcycle,a motor vehicle with two wheels and a strong frame,"Riding, sitting, steering","Black, red, silver","Fast, loud, durable",115,15,true,false,false,false,false,false,210,20,true,false,false,false,false,false,"Street, garage, parking lot","Steel, aluminum, rubber","Stripes, flames, logos","Streamlined, angular, curved",60,20,true,false,false,false,"Smooth, rubbery, metallic",8000,3000,true,false,false,false,200,50,false,true,false,false,false,80,10,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,"['metallic', 'rubbery', 'smooth']","['black', 'red', 'silver']","['aluminium', 'rubber', 'steel']",[],['logo'],"['garage', 'parking lot', 'street']","['durable', 'fast']"
A1LFA428P1FZ34,motorcycle,a motor vehicle with two wheels and a strong frame,"Grasping (Handlebars), Sitting (Seat), Riding","Red, Blue, Silver, Black, White","Durable, Tough, Powerful",1.2,5,true,false,false,false,false,false,2.5,10,false,false,false,true,false,false,"Garage, Street, Parking Lot","Metal (Frame), Plastic (Fairings), Rubber (Tires)","Plain, Striped, Checkered","Rectangular, Cylindrical",80,10,true,false,false,false,"Smooth (Body), Rough (Tires)",15000,2000,true,false,false,false,200,10,false,true,false,false,false,1,5,true,false,false,false,false,false,centimeters,meters,celsius,US dollars,kilograms,centimeters,"['rough', 'smooth']","['black', 'blue', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['plain', 'striped']","['garage', 'parking lot', 'street']","['durable', 'powerful', 'tough']"
A1MXRBXUDLYG7A,airplane,an aircraft that has a fixed wing and is powered by propellers or jets,"sitting, traveling, transporting cargo, navigating, landing/taking off","silver, white, blue, red","durable, aerodynamic, high-speed, weather-resistant",12,3,false,false,false,true,false,false,40,10,false,false,false,true,false,false,"airport, hangar, runway, airfield","aluminum, carbon fiber, titanium, plastic, glass","plain, striped, logo-branded (airline liveries)","cylindrical (fuselage), flat/wide (wings), tapered (nose and tail)",na,na,false,false,false,true,"smooth (metal/plastic surface), slightly ribbed (wing flaps)",90,20,true,false,false,false,45,15,false,true,false,false,false,35,10,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,"['ribbed', 'smooth']","['blue', 'red', 'silver', 'white']","['aluminium', 'fiber', 'glass', 'plastic']",['cylindrical'],"['plain', 'striped']","['airfield', 'hangar', 'runway']","['durable', 'weather-resistant']"
A2FK6782M09EBO,airplane,an aircraft that has a fixed wing and is powered by propellers or jets,"flying, transporting, seating passengers, carrying cargo","white, silver, blue","durable, aerodynamic",12,5,false,false,false,true,false,false,40,20,false,false,false,true,false,false,"airport, hangar, runway","aluminum, titanium, composite materials","plain, striped, logo-marked","cylindrical fuselage, tapered wings",na,na,false,false,false,true,"smooth, metallic",100000000,50000000,true,false,false,false,40000,20000,false,true,false,false,false,35,15,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,"['metallic', 'smooth']","['blue', 'silver', 'white']",['aluminium'],['cylindrical'],"['plain', 'striped']","['airfield', 'hangar', 'runway']",['durable']
A3122LI440V2BE,airplane,an aircraft that has a fixed wing and is powered by propellers or jets,"flying, seating, storing baggage, controlling","white, silver, blue, red, gray, yellow, black","durable, tough, aerodynamic, high-performance",10,2,false,false,false,true,false,false,30,5,false,false,false,true,false,false,"airport, hangar, runway","metal, aluminum, composite materials, plastic, rubber","plain, striped, logo patterns","rectangular (fuselage), cylindrical (wings, body)",40,20,true,false,false,false,"smooth, metallic, polished",80000000,10000000,true,false,false,false,70000,15000,false,true,false,false,false,30,5,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,"['metallic', 'smooth']","['black', 'blue', 'grey', 'red', 'silver', 'white', 'yellow']","['aluminium', 'metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['logo', 'plain', 'striped']","['airfield', 'hangar', 'runway']","['durable', 'tough']"
A25827KZJX6IL0,bus,a vehicle carrying many passengers and used for public transport,"transporting, sitting, boarding, exiting","red, yellow, white","durable heavduty, loud",350,30,true,false,false,false,false,false,1200,200,true,false,false,false,false,false,"roads, bus stops, terminals","metal, glass, rubber","route numbers, logos, advertisements","rectangular, boxy",na,na,false,false,false,true,"smooth, metallic, rubber (tires)",350000,500000,true,false,false,false,12000,2000,false,true,false,false,false,250,20,true,false,false,false,false,false,centimeters,centimeters,na,US dollars,kilograms,centimeters,"['metallic', 'smooth']","['red', 'white', 'yellow']","['glass', 'metal', 'rubber']",['rectangle'],['logo'],['road'],['durable']
AIT827TOXHEUN,bus,a vehicle carrying many passengers and used for public transport,"sitting, standing, grasping handles, entering, exiting, driving","red, yellow, blue, white, silver","durable, heavy-duty, weather-resistant",3.2,0.3,false,false,false,true,false,false,12,2,false,false,false,true,false,false,"roads, bus stops, terminals, bus depots","metal, plastic, rubber, glass, fabric","plain, striped, advertisements, route numbers","rectangular (body), cylindrical (wheels, pipes)",na,na,false,false,false,true,"smooth (exterior), rough (tires), soft (seat cushions)",300000,50000,true,false,false,false,12000,1500,false,true,false,false,false,2.5,0.2,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,"['rough', 'smooth', 'soft']","['blue', 'red', 'silver', 'white', 'yellow']","['fabric', 'glass', 'metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['plain', 'striped']",['road'],"['durable', 'weather-resistant']"
A3DI94IRF16HN3,bus,a vehicle carrying many passengers and used for public transport,SITTING,RED,DURABLE,3.2,0.3,false,false,false,true,false,false,12,2,false,false,false,true,false,false,BUS STOP,"METAL,GLASS,PLASTIC",PLAIN,RECTANGULAR,25,5,true,false,false,false,ROUGH,450000,100000,true,false,false,false,13000,2000,false,true,false,false,false,2.5,0.2,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,['rough'],['red'],"['glass', 'metal', 'plastic']",['rectangle'],['plain'],[],['durable']
AUWOP0W7FMRZD,train,public transport provided by a line of railway cars coupled together and drawn by a locomotive,"Sitting, standing, walking (inside), entering/exiting, storing luggage, resting, viewing landscape","Red, blue, silver, white, yellow, green, black","Durable, heavy-duty, weather-resistant, powerful, noisy",4.5,0.5,false,false,false,true,false,false,200,100,false,false,false,true,false,false,"Train station, rail yard, tracks, tunnels, countryside, urban transit lines","Steel, aluminum, glass, rubber, plastic, upholstery fabric","Plain, striped, logoed (company branding), numbered, graffiti (occasionally)","Rectangular (cars), cylindrical (some high-speed or aerodynamic designs)",22,3,true,false,false,false,"Smooth (exterior metal), textured floors, padded or fabric (seats), plastic or metal interiors",10000000,5000000,true,false,false,false,400000,100000,false,true,false,false,false,3,0.5,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,['smooth'],"['black', 'blue', 'green', 'red', 'silver', 'white', 'yellow']","['aluminium', 'fabric', 'glass', 'plastic', 'rubber', 'steel']","['cylindrical', 'rectangle']","['plain', 'striped']","['countryside', 'train station', 'yard']","['durable', 'noisy', 'powerful', 'weather-resistant']"
A2CTPC761Y8V6Q,train,public transport provided by a line of railway cars coupled together and drawn by a locomotive,"transport passengers, carry cargo, commute","red, blue, silver, white, yellow","heavy, powerful, fast, durable",4,0.5,false,false,false,true,false,false,200,100,false,false,false,true,false,false,"train station, railway, depot, city center","metal, glass, rubber, plastic","stripes, logos, numbering, solid colors","rectangular, elongated, cylindrical front",na,na,false,false,false,true,"smooth, metallic, hard",1000000,3000000,true,false,false,false,200000,50000,false,true,false,false,false,3,0.5,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,"['metallic', 'smooth']","['blue', 'red', 'silver', 'white', 'yellow']","['glass', 'metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['logo', 'plain']",['train station'],"['durable', 'fast', 'heavy', 'powerful']"
A4AG40EQDHEMG,train,public transport provided by a line of railway cars coupled together and drawn by a locomotive,"Sitting, Walking, Storing, Looking Out","Red, Blue, Silver, White, Yellow, Green","Durable, Tough, Heavy",4,0.2,false,false,false,true,false,false,200,20,false,false,false,true,false,false,"Train stations, Railways, Depots","Metal, Glass, Plastic","Plain, Striped, Logos","Rectangular, Long, Cylindrical",25,2,true,false,false,false,"Smooth, Rough",5000,20,true,false,false,false,200,20,false,true,false,false,false,3,0.1,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,"['rough', 'smooth']","['blue', 'green', 'red', 'silver', 'white', 'yellow']","['glass', 'metal', 'plastic']","['cylindrical', 'rectangle']","['logo', 'plain', 'striped']",['train station'],"['durable', 'heavy', 'tough']"
A1VDKS4VBJSAXV,truck,an automotive vehicle suitable for hauling,"driving, sitting, hauling, loading, towing, climbing (into bed), transporting","red, blue, white, black, silver, green, gray, yellow, na","durable, powerful, tough, weather-resistant, rugged, na",2,0.4,false,false,false,true,false,false,6,1,false,false,false,true,false,false,"garage, driveway, parking lot, construction site, highway, loading dock, warehouse, na","metal (steel, aluminum), plastic, rubber, glass, fabric (interior), n","plain, striped (decals or company branding), camo, logoed, na","rectangular (cargo area), boxy (cab), cylindrical (tanks), na",15,5,false,true,false,false,"smooth (body panels), rough (tires, bed liner), metallic, rubbery, na",45000,15000,true,false,false,false,3000,800,false,true,false,false,false,2.5,0.3,false,false,false,true,false,false,meters,meters,fahrenheit,US dollars,kilograms,meters,"['metallic', 'rough', 'rubbery', 'smooth']","['black', 'blue', 'green', 'grey', 'red', 'silver', 'white', 'yellow']","['fabric', 'glass', 'metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['plain', 'striped']","['construction site', 'driveway', 'garage', 'highway', 'loading dock', 'parking lot']","['durable', 'powerful', 'tough', 'weather-resistant']"
A2HM7W40BBHSMG,truck,an automotive vehicle suitable for hauling,"Driving, hauling, towing, transporting goods, sitting","Red, blue, white, silver, black, green","Durable, tough, heavy-duty, weather-resistant",3.5,0.3,false,false,false,true,false,false,6.5,0.5,false,false,false,true,false,false,"Garage, warehouse, highway, construction site, farm, industrial zones","Metal (steel, aluminum), plastic (interior and bumpers), rubber (tires), glass (windows and mirrors)","Plain, striped, company logos, hazard markings","Rectangular (main body), cylindrical (exhaust pipes, tankers)",60,20,true,false,false,false,"Smooth (body panels), rough (tires, undercarriage), matte or glossy paint",60000,15000,true,false,false,false,7000,1500,false,true,false,false,false,2.5,0.2,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,"['glossy', 'matted', 'rough', 'smooth']","['black', 'blue', 'green', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']","['logo', 'plain', 'striped']","['construction site', 'farm', 'garage', 'highway']","['durable', 'tough', 'weather-resistant']"
A3122LI440V2BE,truck,an automotive vehicle suitable for hauling,"driving, hauling, transporting goods, loading and unloading","red, blue, black, white, silver, yellow, green, orange","durable, tough, heavy-duty, powerful",3.5,0.5,false,false,false,true,false,false,7,1.5,false,false,false,true,false,false,"roads, highways, construction sites, parking lots, garages","metal (body, frame), rubber (tires), plastic (interior), glass (windows)","plain, striped, company logos, decals","rectangular, boxy, angular",25,15,true,false,false,false,"smooth (metal body), rough (tires, truck bed)",40000,15000,true,false,false,false,8000,2000,false,true,false,false,false,2.5,0.3,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,"['rough', 'smooth']","['black', 'blue', 'green', 'orange', 'red', 'silver', 'white', 'yellow']","['metal', 'plastic', 'rubber']",['rectangle'],"['logo', 'plain', 'striped']","['construction site', 'garage', 'highway', 'parking lot', 'road']","['durable', 'powerful', 'tough']"
A3CR0QM18NPIJC,boat,a small vessel for travel on water,"sitting, standing, floating, rowing, sailing, transporting","white, blue, red, green, gray","water-resistant, durable, buoyant, weather-tolerant",1.2,0.3,false,false,false,true,false,false,4.5,1.5,false,false,false,true,false,false,"marina, dock, boathouse, beach, lake, river, garage (small boats)","fiberglass, metal (aluminum/steel), wood, plastic","plain, striped, logo decals","elongated oval, V-shaped, rectangular (pontoon types)",35,10,true,false,false,false,"smooth (hull), rough (deck/grip areas)",8000,4000,true,false,false,false,250,100,false,true,false,false,false,1.5,0.5,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,"['rough', 'smooth']","['blue', 'green', 'grey', 'red', 'white']","['fiberglass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'v-shaped']","['logo', 'plain', 'striped']","['beach', 'boathouse', 'garage', 'lake', 'river']","['durable', 'water-resistant']"
ACSRRDNN3EK7W,boat,a small vessel for travel on water,"Floating, sitting, transporting, rowing, steering, anchoring","White, blue, red, gray, green, silver","Durable, buoyant, water-repellent, weather-resistant",1.2,0.3,false,false,false,true,false,false,5,2,false,false,false,true,false,false,"Marina, dock, lake, river, ocean, boathouse","Fiberglass, wood, aluminum, steel, plastic, inflatable rubber","Plain, striped, color bands, logos/decals","Oval, streamlined, V-shaped hull, flat-bottomed",na,na,false,false,false,true,"Smooth (on hull), rough (on deck or wood surfaces)",8000,5000,true,false,false,false,250,100,false,true,false,false,false,1.8,0.5,false,false,false,true,false,false,meters,meters,na,US dollars,kilograms,meters,"['rough', 'smooth']","['blue', 'green', 'grey', 'red', 'silver', 'white']","['aluminium', 'fiberglass', 'plastic', 'rubber', 'steel', 'wood']","['oval', 'v-shaped']","['logo', 'plain', 'striped']","['boathouse', 'lake', 'ocean', 'river']","['durable', 'water-resistant', 'weather-resistant']"
AU59GP9KMR6CQ,boat,a small vessel for travel on water,"Floating, sitting, transporting, paddling, driving, fishing","White, blue, red, gray, green, black","Durable, water-repellent, buoyant",1.5,0.5,false,false,false,false,false,false,5,2,false,false,false,true,false,false,"Marina, dock, lake, river, ocean, boathouse, beach","Fiberglass, wood, aluminum, steel, plastic, composite materials","Plain, striped, with decals or registration markings","Elongated, oval, V-shaped hull, sometimes rectangular (for flatboats)",na,na,false,false,false,true,"Smooth (hull), sometimes rough on deck surfaces for grip",10000,5000,true,false,false,false,400,150,false,true,false,false,false,2,0.5,false,false,false,true,false,false,na,meters,na,US dollars,kilograms,meters,"['rough', 'smooth']","['black', 'blue', 'green', 'grey', 'red', 'white']","['aluminium', 'fiberglass', 'plastic', 'steel', 'wood']","['oval', 'rectangle', 'v-shaped']","['plain', 'striped']","['beach', 'boathouse', 'lake', 'ocean', 'river']","['durable', 'water-resistant']"
A699165IDWEM6,traffic light,a visual signal to control the flow of traffic at intersections,"signaling, controlling, indicating, directing","red, yellow (amber), green, black (housing), gray (mountings)","durable, weather-resistant, waterproof, heat-resistant",0.25,0.05,false,false,false,true,false,false,1.2,0.2,false,false,false,true,false,false,"intersections, roadsides, highways, pedestrian crossings, parking lots","metal, plastic, glass (older types), polycarbonate","plain, lens grid patterns, reflector rings","cylindrical (lights), rectangular (housing), vertical stack",50,10,true,false,false,false,"smooth (housing), ridged or textured (lenses and covers)",3500,1000,true,false,false,false,15,3,false,true,false,false,false,0.3,0.05,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,['smooth'],"['black', 'green', 'grey', 'red', 'yellow']","['metal', 'plastic']","['cylindrical', 'rectangle']","['grid', 'plain']","['highway', 'parking lot']","['durable', 'heat-resistant', 'weather-resistant']"
A34DNPCDVU03WF,traffic light,a visual signal to control the flow of traffic at intersections,"STANDING,FOCUSED AND GOING","RED,YELLOW ,GREEN",SAFFTY AND TRAFFIC PROCESS,11,13,true,false,false,false,false,false,10.2,12.5,true,false,false,false,false,false,ON THE ROAD,METAL,STRIPED,CYLINDERICAL,1000,200,false,true,false,false,ROUGH,2000,25000,true,false,false,false,1.5,1.6,false,true,false,false,false,3,5,true,false,false,false,false,false,centimeters,centimeters,fahrenheit,US dollars,kilograms,centimeters,['rough'],"['green', 'red', 'yellow']",['metal'],[],['striped'],['road'],[]
AHMY9L61V26KU,traffic light,a visual signal to control the flow of traffic at intersections,Visual signaling,"Red, yellow, green",Durable,200,10,true,false,false,false,false,false,50,10,true,false,false,false,false,false,"Streets, intersections, highways","Metal, plastic",Plain,"Rectangular, cylindrical",30,5,true,false,false,false,Smooth,100,50,true,false,false,false,10,5,false,true,false,false,false,25,5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,['smooth'],"['green', 'red', 'yellow']","['metal', 'plastic']","['cylindrical', 'rectangle']",['plain'],"['highway', 'street']",['durable']
