model,definition,emotion,activity_var,activity_pval,activity_significant,arousal_var,arousal_pval,arousal_significant,dominance_var,dominance_pval,dominance_significant,evaluation_var,evaluation_pval,evaluation_significant,pleasure_var,pleasure_pval,pleasure_significant,potency_var,potency_pval,potency_significant,unpredictability_var,unpredictability_pval,unpredictability_significant,valence_var,valence_pval,valence_significant
groq_llama-4-maverick-17b-128e-instruct,cambridge,fear,0.0,1.0,False,0.0021538461538461577,0.9999999504869633,False,0.0019999999999999996,0.9999286091739084,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0002500000000000005,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,grief,0.0007115384615384628,0.9999999999999997,False,0.0,1.0,False,0.0009473684210526335,0.9999998558885841,False,0.00024999999999999995,1.0,False,1.2974685941135062e-32,1.0,False,0.016506410256410246,0.006448434792320046,True,1.2974685941135062e-32,1.0,False,0.001973684210526315,0.9999356358048825,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,interest,0.0,1.0,False,0.002249999999999999,0.9999999027158126,False,8.109178713209414e-34,1.0,False,0.0009999999999999994,0.9999999999998684,False,0.010105263157894732,0.4440750089919995,False,0.0007558333333333333,0.9999999999999991,False,0.0,1.0,False,0.005368421052631576,0.9478383876329561,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,joy,0.0,1.0,False,0.0007115384615384628,0.9999999999999997,False,0.021342105263157895,0.0027692916338497575,True,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0005000000000000003,0.9999999995124892,False,0.002210526315789473,0.9998453076354616,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,loathing,0.0,1.0,False,0.0020448717948717988,0.999999978029713,False,0.11473684210526319,0.0,True,0.002153846153846153,0.9999999504869633,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0025263157894736834,0.999578235819413,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,love,0.0,1.0,False,0.0007115384615384628,0.9999999999999997,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,optimism,0.0,1.0,False,0.0025576923076923064,0.9999993256421503,False,0.0,1.0,False,0.0007548076923076935,0.9999999999999991,False,0.0005000000000000009,0.9999999995124892,False,0.0,1.0,False,3.2436714852837655e-33,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,pensiveness,0.0004871794871794869,1.0,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0017884615384615376,0.9999999974195276,False,0.037131578947368425,7.450214245530162e-08,True,0.0,1.0,False,3.2436714852837655e-33,1.0,False,8.109178713209414e-34,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,rage,0.0013076923076923072,0.999999999986053,False,0.0,1.0,False,0.0023947368421052676,0.9997166068742797,False,0.00025,1.0,False,5.189874376454025e-32,1.0,False,0.0024038461538461522,0.9999997334474008,False,1.2974685941135062e-32,1.0,False,5.189874376454025e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,remorse,0.0,1.0,False,0.000487179487179487,1.0,False,0.00536842105263158,0.9478383876329559,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.011019230769230766,0.30481697476011216,False,3.2436714852837655e-33,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,sadness,0.0009999999999999994,0.9999999999998684,False,0.0009230769230769235,0.9999999999999681,False,0.0,1.0,False,0.0,1.0,False,0.0005000000000000009,0.9999999995124892,False,0.0025064102564102578,0.9999995009972724,False,0.008921052631578946,0.5932553232627136,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,serenity,0.0,1.0,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0004871794871794869,1.0,False,0.0025263157894736834,0.999578235819413,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,submission,0.0009230769230769235,0.9999999999999681,False,0.002153846153846155,0.9999999504869633,False,0.003789473684210524,0.9930682402617556,False,0.0,1.0,False,0.0019999999999999996,0.9999286091739084,False,0.00024999999999999984,1.0,False,3.2436714852837655e-33,1.0,False,0.0,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,surprise,0.0007115384615384628,0.9999999999999997,False,0.0,1.0,False,0.006736842105263158,0.8486502597631087,False,0.009000000000000001,0.6484018188778179,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,0.001999999999999999,0.9999286091739084,False,0.0020000000000000005,0.9999286091739084,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,terror,0.00148076923076923,0.9999999998855371,False,0.001307692307692307,0.999999999986053,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0009473684210526313,0.9999998558885841,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,5.189874376454025e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,trust,0.0,1.0,False,0.002153846153846153,0.9999999504869633,False,8.109178713209414e-34,1.0,False,0.0024038461538461583,0.9999997334474008,False,0.0009473684210526335,0.9999998558885841,False,0.0,1.0,False,3.2436714852837655e-33,1.0,False,0.0019736842105263193,0.9999356358048825,False
groq_llama-4-maverick-17b-128e-instruct,cambridge,vigilance,0.001641025641025644,0.9999999993678397,False,0.0014807692307692334,0.9999999998855371,False,0.0,1.0,False,0.0009999999999999998,0.9999999999998684,False,0.016078947368421054,0.0452027788325251,True,0.0,1.0,False,0.01673684210526315,0.032913852313542824,True,0.01105263157894737,0.33680090192753354,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,acceptance,0.002153846153846155,0.9999999504869633,False,0.0025576923076923064,0.9999993256421503,False,8.109178713209414e-34,1.0,False,0.0025384615384615433,0.9999993970936654,False,0.0037894736842105253,0.9930682402617554,False,9.99999999999996e-06,1.0,False,3.2436714852837655e-33,1.0,False,0.001342105263157897,0.9999971827950903,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,admiration,0.0,1.0,False,0.0004871794871794869,1.0,False,8.109178713209414e-34,1.0,False,6.250000000000012e-05,1.0,False,1.2974685941135062e-32,1.0,False,0.0007115384615384612,0.9999999999999997,False,3.2436714852837655e-33,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,aggressiveness,0.0,1.0,False,0.0,1.0,False,0.0023947368421052676,0.9997166068742797,False,0.0,1.0,False,0.0019736842105263193,0.9999356358048825,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,amazement,0.0,1.0,False,0.0,1.0,False,0.01642105263157895,0.03837827249823955,True,0.003564102564102566,0.9999304177218489,False,0.002210526315789478,0.9998453076354616,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,anger,0.0,1.0,False,0.0,1.0,False,0.012736842105263154,0.18859215342221303,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,annoyance,0.0011217948717948713,0.9999999999990119,False,0.002249999999999999,0.9999999027158126,False,0.006842105263157895,0.8385710502513991,False,0.0004871794871794881,1.0,False,1.2974685941135062e-32,1.0,False,0.009846153846153843,0.49705401980888164,False,0.005131578947368419,0.9588454582375294,False,0.0025263157894736886,0.999578235819413,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,anticipation,0.0,1.0,False,0.0,1.0,False,0.0037894736842105253,0.9930682402617554,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0024357894736842115,0.999678238950639,False,0.010421052631578945,0.4067020555796016,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,apprehension,0.001788461538461542,0.9999999974195276,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.002044871794871794,0.999999978029713,False,0.0004999999999999997,0.9999999995124892,False,0.002631578947368426,0.9994309626474822,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,awe,0.0,1.0,False,0.0,1.0,False,0.0019999999999999996,0.9999286091739084,False,0.00025000000000000055,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0005000000000000009,0.9999999995124892,False,0.002394736842105268,0.9997166068742797,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,boredom,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0009230769230769246,0.9999999999999681,False,1.2974685941135062e-32,1.0,False,0.00024999999999999984,1.0,False,0.0005000000000000003,0.9999999995124892,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,contempt,0.00025000000000000044,1.0,False,0.0,1.0,False,0.001999999999999999,0.9999286091739084,False,0.0017884615384615378,0.9999999974195276,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,disappointment,0.0015384615384615376,0.9999999997831165,False,0.008660256410256405,0.7067322817147266,False,0.0019999999999999996,0.9999286091739084,False,0.0007115384615384628,0.9999999999999997,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.007657894736842099,0.7507374405068389,False,0.001973684210526319,0.9999356358048825,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,disgust,0.0020448717948717988,0.999999978029713,False,0.00025000000000000055,1.0,False,0.00536842105263158,0.9478383876329559,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0007115384615384628,0.9999999999999997,False,0.0004999999999999997,0.9999999995124892,False,0.0004999999999999999,0.9999999995124892,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,distraction,0.0021538461538461577,0.9999999504869633,False,0.0019230769230769267,0.9999999917037999,False,0.007657894736842107,0.7507374405068379,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0022105263157894783,0.9998453076354616,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,ecstasy,0.0,1.0,False,0.0,1.0,False,0.09839473684210528,0.0,True,0.0,1.0,False,5.189874376454025e-32,1.0,False,0.0004871794871794869,1.0,False,0.0005000000000000009,0.9999999995124892,False,0.0009473684210526313,0.9999998558885841,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,fear,0.00025000000000000044,1.0,False,0.00048717948717948807,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0013076923076923098,0.999999999986053,False,8.526315789473638e-05,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,grief,0.00048717948717948796,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0024038461538461527,0.9999997334474008,False,1.2974685941135062e-32,1.0,False,0.0009230769230769246,0.9999999999999681,False,1.2974685941135062e-32,1.0,False,0.0004999999999999999,0.9999999995124892,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,interest,0.0019230769230769267,0.9999999917037999,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0009999999999999994,0.9999999999998684,False,0.010526315789473679,0.39457818208600215,False,0.0,1.0,False,0.0,1.0,False,0.009578947368421046,0.509117889870724,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,joy,0.0002500000000000005,1.0,False,0.002153846153846158,0.9999999504869633,False,0.015157894736842106,0.06919680254089144,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,3.2436714852837655e-33,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,loathing,0.0,1.0,False,0.0,1.0,False,0.04642105263157895,6.90231205524583e-11,True,0.0,1.0,False,0.0016842105263157887,0.9999817785970404,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,5.189874376454025e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,love,0.0007115384615384613,0.9999999999999997,False,0.0019487179487179475,0.9999999897528759,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0035833333333333316,0.9999253698770568,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,optimism,0.00025000000000000055,1.0,False,0.002249999999999999,0.9999999027158126,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,3.2436714852837655e-33,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,pensiveness,0.0009230769230769235,0.9999999999999681,False,0.002461538461538463,0.9999996191343749,False,8.109178713209414e-34,1.0,False,0.007429487179487178,0.879576581613409,False,0.00631578947368421,0.8856253321541485,False,0.00024999999999999984,1.0,False,3.2436714852837655e-33,1.0,False,0.001973684210526315,0.9999356358048825,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,rage,0.0,1.0,False,0.0016410256410256403,0.9999999993678397,False,0.22471052631578942,0.0,True,0.0,1.0,False,0.0026052631578947355,0.9994712395699594,False,0.0009230769230769228,0.9999999999999681,False,1.2974685941135062e-32,1.0,False,0.0004999999999999997,0.9999999995124892,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,remorse,0.0024038461538461583,0.9999997334474008,False,0.0,1.0,False,0.0,1.0,False,0.0007115384615384612,0.9999999999999997,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.006184210526315785,0.8960314517135036,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,sadness,0.0,1.0,False,0.0004871794871794875,1.0,False,0.002394736842105263,0.9997166068742797,False,0.0,1.0,False,0.002394736842105268,0.9997166068742797,False,0.0001778846153846157,1.0,False,0.013655526315789467,0.13171479142744613,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,serenity,0.0,1.0,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,0.005552631578947373,0.9380498625390181,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,submission,0.000487179487179487,1.0,False,0.0,1.0,False,0.001999999999999999,0.9999286091739084,False,0.0009999999999999998,0.9999999999998684,False,0.10673684210526316,0.0,True,0.00148076923076923,0.9999999998855371,False,0.0025263157894736855,0.999578235819413,False,0.0009473684210526313,0.9999998558885841,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,surprise,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,8.109178713209414e-34,1.0,False,0.00025000000000000055,1.0,False,1.2974685941135062e-32,1.0,False,0.006736842105263158,0.8486502597631087,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,terror,0.0016410256410256403,0.9999999993678397,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,5.189874376454025e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,5.189874376454025e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,trust,0.012301282051282045,0.15350115809856146,False,0.0,1.0,False,0.0027368421052631577,0.9992437756710064,False,0.0020448717948717983,0.999999978029713,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0016842105263157907,0.9999817785970404,False,1.2974685941135062e-32,1.0,False
groq_llama-4-maverick-17b-128e-instruct,sentiwordnet,vigilance,0.0,1.0,False,0.00048717948717948807,1.0,False,1.2974685941135062e-32,1.0,False,0.033429487179487176,8.914535776227694e-12,True,8.109178713209414e-34,1.0,False,0.0025641025641025684,0.9999993001618045,False,3.2436714852837655e-33,1.0,False,0.0004999999999999999,0.9999999995124892,False
groq_llama-4-scout-17b-16e-instruct,cambridge,acceptance,0.0,1.0,False,0.00024999999999999984,1.0,False,0.009763157894736845,0.48602547852824185,False,0.0,1.0,False,0.005552631578947373,0.9380498625390181,False,0.001307692307692308,0.999999999986053,False,0.0,1.0,False,0.0022105263157894783,0.9998453076354616,False
groq_llama-4-scout-17b-16e-instruct,cambridge,admiration,0.0,1.0,False,0.010256410256410251,0.42555940164393746,False,0.0022105263157894735,0.9998453076354616,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,aggressiveness,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0023947368421052676,0.9997166068742797,False
groq_llama-4-scout-17b-16e-instruct,cambridge,amazement,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,anger,0.002333333333333337,0.9999998302828588,False,0.0,1.0,False,0.016736842105263154,0.03291385231354271,True,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,0.0022105263157894722,0.9998453076354616,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,annoyance,0.0,1.0,False,0.0,1.0,False,0.0025263157894736834,0.999578235819413,False,0.0011217948717948739,0.9999999999990119,False,0.0005000000000000009,0.9999999995124892,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,anticipation,0.001121794871794871,0.9999999999990119,False,0.00024999999999999984,1.0,False,8.109178713209414e-34,1.0,False,0.006916666666666664,0.9273083498570076,False,0.0004999999999999997,0.9999999995124892,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,apprehension,0.00025,1.0,False,0.0,1.0,False,0.0025263157894736834,0.999578235819413,False,0.002333333333333332,0.9999998302828588,False,0.002210526315789473,0.9998453076354616,False,0.0,1.0,False,0.0004999999999999997,0.9999999995124892,False,0.0016842105263157891,0.9999817785970404,False
groq_llama-4-scout-17b-16e-instruct,cambridge,awe,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.004384615384615385,0.9991030918298788,False,8.109178713209414e-34,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0009473684210526316,0.9999998558885841,False
groq_llama-4-scout-17b-16e-instruct,cambridge,boredom,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,contempt,0.0,1.0,False,0.0,1.0,False,0.002394736842105263,0.9997166068742797,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.00025000000000000055,1.0,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,disappointment,0.0014807692307692317,0.9999999998855371,False,0.0,1.0,False,0.0030526315789473676,0.9983611372641482,False,0.0025064102564102604,0.9999995009972724,False,0.0025263157894736894,0.999578235819413,False,0.0028461538461538446,0.999996801015384,False,1.2974685941135062e-32,1.0,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,disgust,0.0024615384615384603,0.9999996191343749,False,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.00048717948717948796,1.0,False,0.0023947368421052624,0.9997166068742797,False,1.2974685941135062e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,distraction,0.0,1.0,False,0.0,1.0,False,0.0,1.0,False,0.0029487179487179475,0.9999947087461413,False,0.0043157894736842095,0.9845428082954787,False,0.0004871794871794868,1.0,False,0.008842105263157894,0.6034153208015474,False,0.0019999999999999996,0.9999286091739084,False
groq_llama-4-scout-17b-16e-instruct,cambridge,ecstasy,0.0,1.0,False,0.0,1.0,False,0.03799999999999999,3.947659232839129e-08,True,0.000487179487179487,1.0,False,0.0022105263157894722,0.9998453076354616,False,0.0,1.0,False,0.006736842105263158,0.8486502597631087,False,5.189874376454025e-32,1.0,False
groq_llama-4-scout-17b-16e-instruct,cambridge,fear,0.0,1.0,False,0.00048717948717948807,1.0,False,0.002605263157894736,0.9994712395699594,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0005000000000000009,0.9999999995124892,False
groq_llama-4-scout-17b-16e-instruct,cambridge,grief,0.0,1.0,False,0.0013076923076923072,0.999999999986053,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0,1.0,False,1.2974685941135062e-32,1.0,False,0.0004999999999999999,0.9999999995124892,False
groq_llama-4-scout-17b-16e-instruct,cambridge,interest,0.0024038461538461527,0.9999997334474008,False,0.002249999999999999,0.9999999027158126,False,0.0,1.0,False,0.00048717948717948796,1.0,False,0.0023947368421052676,0.9997166068742797,False,0.0,1.0,False,0.0,1.0,False,0.0019736842105263193,0.9999356358048825,False
groq_llama-4-scout-17b-16e-instruct,cambridge,joy,0.0002500000000000005,1.0,False,0.0017884615384615415,0.9999999974195276,False,0.0009473684210526311,0.9999998558885841,False,0.00024999999999999984,1.0,False,1.2974685941135062e-32,1.0,False,0.0024038461538461527,0.9999997334474008,False,0.0023947368421052616,0.9997166068742797,False,0.0009473684210526313,0.9999998558885841,False
