emotion,emotion_label,def_APA,def_Cambridge,def_SentiWordNet,domain,domain_label,dimension,dim_label,dim_definition,dim_range
http://example.org/emotions.owl#Acceptance,acceptance,"a favorable attitude toward an idea, situation, person, or group. In the context of psychotherapy and counseling, it is the receptive, nonjudgmental attitude of therapists or counselors, which conveys an implicit respect and regard for their clients as individuals.","general agreement that something is satisfactory or right, or that someone should be included in a group","a disposition to tolerate or accept people or situations; \""all people should practice toleration and live together in peace\""\n",http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_dominance,dominance,the feeling of being in control of the situation vs being controlled,"[-1, 1]"
http://example.org/emotions.owl#Acceptance,acceptance,"a favorable attitude toward an idea, situation, person, or group. In the context of psychotherapy and counseling, it is the receptive, nonjudgmental attitude of therapists or counselors, which conveys an implicit respect and regard for their clients as individuals.","general agreement that something is satisfactory or right, or that someone should be included in a group","a disposition to tolerate or accept people or situations; \""all people should practice toleration and live together in peace\""\n",http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_pleasure,pleasure,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_valence,valence,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_unpredictability,unpredictability,a person's reaction to a stimulus based on their familiarity with the situation,"[0, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_dominance,dominance,the feeling of being in control of the situation vs being controlled,"[-1, 1]"
http://example.org/emotions.owl#Admiration,admiration,-,the feeling of admiring someone or something,a feeling of delighted approval and liking,http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_pleasure,pleasure,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_valence,valence,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_unpredictability,unpredictability,a person's reaction to a stimulus based on their familiarity with the situation,"[0, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_dominance,dominance,the feeling of being in control of the situation vs being controlled,"[-1, 1]"
http://example.org/emotions.owl#Aggressiveness,aggressiveness,"a tendency toward social dominance, threatening behavior, and hostility. It may occur sporadically or be a characteristic trait of an individual","the quality of being likely to attack other people or animals, or to behave in a violent or angry way towards them","characteristic of an enemy or one eager to fight; \""aggressive acts against another country\""; \""a belligerent tone\""",http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_pleasure,pleasure,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_valence,valence,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_unpredictability,unpredictability,a person's reaction to a stimulus based on their familiarity with the situation,"[0, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_dominance,dominance,the feeling of being in control of the situation vs being controlled,"[-1, 1]"
http://example.org/emotions.owl#Amazement,amazement,-,extreme surprise,"the feeling that accompanies something extremely surprising; \""he looked at me in astonishment\""",http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_pleasure,pleasure,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_valence,valence,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_unpredictability,unpredictability,a person's reaction to a stimulus based on their familiarity with the situation,"[0, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_dominance,dominance,the feeling of being in control of the situation vs being controlled,"[-1, 1]"
http://example.org/emotions.owl#Anger,anger,"an emotion characterized by tension and hostility arising from frustration, real or imagined injury by another, or perceived injustice. It can manifest itself in behaviors designed to remove the object of the anger (e.g., determined action) or behaviors designed merely to express the emotion (e.g., swearing).",a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened,the state of being angry,http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_pleasure,pleasure,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#circumplex,circumplex,http://example.org/conceptual_spaces.owl#circumplex_valence,valence,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#Fontaine,fontaine,http://example.org/conceptual_spaces.owl#Fontaine_unpredictability,unpredictability,a person's reaction to a stimulus based on their familiarity with the situation,"[0, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_activity,activity,amount of physiological change in the person's body,"[0, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_evaluation,evaluation,degree of pleasantness or unpleasantness of an emotion,"[-1, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#Osgood,osgood,http://example.org/conceptual_spaces.owl#Osgood_potency,potency,"the perceived strength, dominance, or control inherent in an emotion.","[0, 1]"
http://example.org/emotions.owl#Annoyance,annoyance,-,the feeling or state of being annoyed,anger produced by some annoying irritation,http://example.org/conceptual_spaces.owl#PAD,pad,http://example.org/conceptual_spaces.owl#PAD_arousal,arousal,amount of physiological change in the person's body,"[0, 1]"
